"data","hour","type","site","value"
20140513,13,"O3_24h","镇江-环境监测站","178"
20140513,13,"O3_8h","镇江-环境监测站","112"
20140513,13,"O3_8h_24h","镇江-环境监测站","140"
20140513,13,"CO","镇江-环境监测站","0.788"
20140513,13,"CO_24h","镇江-环境监测站","1.062"
20140513,14,"AQI","镇江-环境监测站","75"
20140513,14,"PM2.5","镇江-环境监测站","24"
20140513,14,"PM2.5_24h","镇江-环境监测站","62"
20140513,14,"PM10","镇江-环境监测站","72"
20140513,14,"PM10_24h","镇江-环境监测站","118"
20140513,14,"SO2","镇江-环境监测站","14"
20140513,14,"SO2_24h","镇江-环境监测站","38"
20140513,14,"NO2","镇江-环境监测站","18"
20140513,14,"NO2_24h","镇江-环境监测站","46"
20140513,14,"O3","镇江-环境监测站","180"
20140513,14,"O3_24h","镇江-环境监测站","180"
20140513,14,"O3_8h","镇江-环境监测站","130"
20140513,14,"O3_8h_24h","镇江-环境监测站","140"
20140513,14,"CO","镇江-环境监测站","1.012"
20140513,14,"CO_24h","镇江-环境监测站","1.095"
20140513,15,"AQI","镇江-环境监测站","90"
20140513,15,"PM2.5","镇江-环境监测站","23"
20140513,15,"PM2.5_24h","镇江-环境监测站","62"
20140513,15,"PM10","镇江-环境监测站","130"
20140513,15,"PM10_24h","镇江-环境监测站","119"
20140513,15,"SO2","镇江-环境监测站","14"
20140513,15,"SO2_24h","镇江-环境监测站","36"
20140513,15,"NO2","镇江-环境监测站","28"
20140513,15,"NO2_24h","镇江-环境监测站","45"
20140513,15,"O3","镇江-环境监测站","186"
20140513,15,"O3_24h","镇江-环境监测站","186"
20140513,15,"O3_8h","镇江-环境监测站","149"
20140513,15,"O3_8h_24h","镇江-环境监测站","149"
20140513,15,"CO","镇江-环境监测站","1.33"
20140513,15,"CO_24h","镇江-环境监测站","1.145"
20140513,17,"AQI","镇江-环境监测站","64"
20140513,17,"PM2.5","镇江-环境监测站","37"
20140513,17,"PM2.5_24h","镇江-环境监测站","61"
20140513,17,"PM10","镇江-环境监测站","78"
20140513,17,"PM10_24h","镇江-环境监测站","116"
20140513,17,"SO2","镇江-环境监测站","13"
20140513,17,"SO2_24h","镇江-环境监测站","24"
20140513,17,"NO2","镇江-环境监测站","31"
20140513,17,"NO2_24h","镇江-环境监测站","44"
20140513,17,"O3","镇江-环境监测站","146"
20140513,17,"O3_24h","镇江-环境监测站","186"
20140513,17,"O3_8h","镇江-环境监测站","166"
20140513,17,"O3_8h_24h","镇江-环境监测站","166"
20140513,17,"CO","镇江-环境监测站","0.725"
20140513,17,"CO_24h","镇江-环境监测站","1.123"
20140513,18,"AQI","镇江-环境监测站","63"
20140513,18,"PM2.5","镇江-环境监测站","41"
20140513,18,"PM2.5_24h","镇江-环境监测站","60"
20140513,18,"PM10","镇江-环境监测站","75"
20140513,18,"PM10_24h","镇江-环境监测站","111"
20140513,18,"SO2","镇江-环境监测站","16"
20140513,18,"SO2_24h","镇江-环境监测站","23"
20140513,18,"NO2","镇江-环境监测站","31"
20140513,18,"NO2_24h","镇江-环境监测站","43"
20140513,18,"O3","镇江-环境监测站","130"
20140513,18,"O3_24h","镇江-环境监测站","186"
20140513,18,"O3_8h","镇江-环境监测站","164"
20140513,18,"O3_8h_24h","镇江-环境监测站","166"
20140513,18,"CO","镇江-环境监测站","0.67"
20140513,18,"CO_24h","镇江-环境监测站","1.112"
20140513,19,"AQI","镇江-环境监测站","59"
20140513,19,"PM2.5","镇江-环境监测站","42"
20140513,19,"PM2.5_24h","镇江-环境监测站","60"
20140513,19,"PM10","镇江-环境监测站","67"
20140513,19,"PM10_24h","镇江-环境监测站","106"
20140513,19,"SO2","镇江-环境监测站","13"
20140513,19,"SO2_24h","镇江-环境监测站","24"
20140513,19,"NO2","镇江-环境监测站","34"
20140513,19,"NO2_24h","镇江-环境监测站","42"
20140513,19,"O3","镇江-环境监测站","120"
20140513,19,"O3_24h","镇江-环境监测站","186"
20140513,19,"O3_8h","镇江-环境监测站","158"
20140513,19,"O3_8h_24h","镇江-环境监测站","166"
20140513,19,"CO","镇江-环境监测站","0.648"
20140513,19,"CO_24h","镇江-环境监测站","1.107"
20140513,20,"AQI","镇江-环境监测站","68"
20140513,20,"PM2.5","镇江-环境监测站","44"
20140513,20,"PM2.5_24h","镇江-环境监测站","59"
20140513,20,"PM10","镇江-环境监测站","85"
20140513,20,"PM10_24h","镇江-环境监测站","106"
20140513,20,"SO2","镇江-环境监测站","9"
20140513,20,"SO2_24h","镇江-环境监测站","24"
20140513,20,"NO2","镇江-环境监测站","37"
20140513,20,"NO2_24h","镇江-环境监测站","42"
20140513,20,"O3","镇江-环境监测站","115"
20140513,20,"O3_24h","镇江-环境监测站","186"
20140513,20,"O3_8h","镇江-环境监测站","152"
20140513,20,"O3_8h_24h","镇江-环境监测站","166"
20140513,20,"CO","镇江-环境监测站","0.649"
20140513,20,"CO_24h","镇江-环境监测站","1.115"
20140513,21,"AQI","镇江-环境监测站","65"
20140513,21,"PM2.5","镇江-环境监测站","47"
20140513,21,"PM2.5_24h","镇江-环境监测站","59"
20140513,21,"PM10","镇江-环境监测站","77"
20140513,21,"PM10_24h","镇江-环境监测站","103"
20140513,21,"SO2","镇江-环境监测站","10"
20140513,21,"SO2_24h","镇江-环境监测站","24"
20140513,21,"NO2","镇江-环境监测站","40"
20140513,21,"NO2_24h","镇江-环境监测站","41"
20140513,21,"O3","镇江-环境监测站","108"
20140513,21,"O3_24h","镇江-环境监测站","186"
20140513,21,"O3_8h","镇江-环境监测站","144"
20140513,21,"O3_8h_24h","镇江-环境监测站","166"
20140513,21,"CO","镇江-环境监测站","0.507"
20140513,21,"CO_24h","镇江-环境监测站","1.116"
20140513,22,"AQI","镇江-环境监测站","76"
20140513,22,"PM2.5","镇江-环境监测站","50"
20140513,22,"PM2.5_24h","镇江-环境监测站","59"
20140513,22,"PM10","镇江-环境监测站","101"
20140513,22,"PM10_24h","镇江-环境监测站","101"
20140513,22,"SO2","镇江-环境监测站","18"
20140513,22,"SO2_24h","镇江-环境监测站","24"
20140513,22,"NO2","镇江-环境监测站","43"
20140513,22,"NO2_24h","镇江-环境监测站","40"
20140513,22,"O3","镇江-环境监测站","106"
20140513,22,"O3_24h","镇江-环境监测站","186"
20140513,22,"O3_8h","镇江-环境监测站","134"
20140513,22,"O3_8h_24h","镇江-环境监测站","166"
20140513,22,"CO","镇江-环境监测站","0.808"
20140513,22,"CO_24h","镇江-环境监测站","1.11"
20140513,23,"AQI","镇江-环境监测站","80"
20140513,23,"PM2.5","镇江-环境监测站","59"
20140513,23,"PM2.5_24h","镇江-环境监测站","59"
20140513,23,"PM10","镇江-环境监测站","105"
20140513,23,"PM10_24h","镇江-环境监测站","101"
20140513,23,"SO2","镇江-环境监测站","34"
20140513,23,"SO2_24h","镇江-环境监测站","24"
20140513,23,"NO2","镇江-环境监测站","43"
20140513,23,"NO2_24h","镇江-环境监测站","40"
20140513,23,"O3","镇江-环境监测站","91"
20140513,23,"O3_24h","镇江-环境监测站","186"
20140513,23,"O3_8h","镇江-环境监测站","122"
20140513,23,"O3_8h_24h","镇江-环境监测站","166"
20140513,23,"CO","镇江-环境监测站","1.03"
20140513,23,"CO_24h","镇江-环境监测站","1.109"
20140513,0,"AQI","镇江-新区办事处","94"
20140513,0,"PM2.5","镇江-新区办事处","70"
20140513,0,"PM2.5_24h","镇江-新区办事处","66"
20140513,0,"PM10","镇江-新区办事处",NA
20140513,0,"PM10_24h","镇江-新区办事处","131"
20140513,0,"SO2","镇江-新区办事处","44"
20140513,0,"SO2_24h","镇江-新区办事处","47"
20140513,0,"NO2","镇江-新区办事处","25"
20140513,0,"NO2_24h","镇江-新区办事处","42"
20140513,0,"O3","镇江-新区办事处","99"
20140513,0,"O3_24h","镇江-新区办事处","129"
20140513,0,"O3_8h","镇江-新区办事处","85"
20140513,0,"O3_8h_24h","镇江-新区办事处","104"
20140513,0,"CO","镇江-新区办事处","0.954"
20140513,0,"CO_24h","镇江-新区办事处","1.351"
20140513,1,"AQI","镇江-新区办事处","93"
20140513,1,"PM2.5","镇江-新区办事处","69"
20140513,1,"PM2.5_24h","镇江-新区办事处","66"
20140513,1,"PM10","镇江-新区办事处","108"
20140513,1,"PM10_24h","镇江-新区办事处","135"
20140513,1,"SO2","镇江-新区办事处","44"
20140513,1,"SO2_24h","镇江-新区办事处","47"
20140513,1,"NO2","镇江-新区办事处","28"
20140513,1,"NO2_24h","镇江-新区办事处","41"
20140513,1,"O3","镇江-新区办事处","94"
20140513,1,"O3_24h","镇江-新区办事处","129"
20140513,1,"O3_8h","镇江-新区办事处","81"
20140513,1,"O3_8h_24h","镇江-新区办事处","104"
20140513,1,"CO","镇江-新区办事处","1.085"
20140513,1,"CO_24h","镇江-新区办事处","1.339"
20140513,2,"AQI","镇江-新区办事处","93"
20140513,2,"PM2.5","镇江-新区办事处","63"
20140513,2,"PM2.5_24h","镇江-新区办事处","65"
20140513,2,"PM10","镇江-新区办事处","136"
20140513,2,"PM10_24h","镇江-新区办事处","137"
20140513,2,"SO2","镇江-新区办事处","51"
20140513,2,"SO2_24h","镇江-新区办事处","48"
20140513,2,"NO2","镇江-新区办事处","30"
20140513,2,"NO2_24h","镇江-新区办事处","41"
20140513,2,"O3","镇江-新区办事处","78"
20140513,2,"O3_24h","镇江-新区办事处","129"
20140513,2,"O3_8h","镇江-新区办事处","75"
20140513,2,"O3_8h_24h","镇江-新区办事处","104"
20140513,2,"CO","镇江-新区办事处","1.093"
20140513,2,"CO_24h","镇江-新区办事处","1.331"
20140513,3,"AQI","镇江-新区办事处","87"
20140513,3,"PM2.5","镇江-新区办事处","62"
20140513,3,"PM2.5_24h","镇江-新区办事处","65"
20140513,3,"PM10","镇江-新区办事处","123"
20140513,3,"PM10_24h","镇江-新区办事处","136"
20140513,3,"SO2","镇江-新区办事处","48"
20140513,3,"SO2_24h","镇江-新区办事处","49"
20140513,3,"NO2","镇江-新区办事处","35"
20140513,3,"NO2_24h","镇江-新区办事处","41"
20140513,3,"O3","镇江-新区办事处","69"
20140513,3,"O3_24h","镇江-新区办事处","129"
20140513,3,"O3_8h","镇江-新区办事处","71"
20140513,3,"O3_8h_24h","镇江-新区办事处","104"
20140513,3,"CO","镇江-新区办事处","1.049"
20140513,3,"CO_24h","镇江-新区办事处","1.318"
20140513,4,"AQI","镇江-新区办事处","87"
20140513,4,"PM2.5","镇江-新区办事处","59"
20140513,4,"PM2.5_24h","镇江-新区办事处","64"
20140513,4,"PM10","镇江-新区办事处","124"
20140513,4,"PM10_24h","镇江-新区办事处","138"
20140513,4,"SO2","镇江-新区办事处","43"
20140513,4,"SO2_24h","镇江-新区办事处","50"
20140513,4,"NO2","镇江-新区办事处","48"
20140513,4,"NO2_24h","镇江-新区办事处","42"
20140513,4,"O3","镇江-新区办事处","52"
20140513,4,"O3_24h","镇江-新区办事处","129"
20140513,4,"O3_8h","镇江-新区办事处","74"
20140513,4,"O3_8h_24h","镇江-新区办事处","104"
20140513,4,"CO","镇江-新区办事处","1.117"
20140513,4,"CO_24h","镇江-新区办事处","1.304"
20140513,5,"AQI","镇江-新区办事处","98"
20140513,5,"PM2.5","镇江-新区办事处","70"
20140513,5,"PM2.5_24h","镇江-新区办事处","63"
20140513,5,"PM10","镇江-新区办事处","145"
20140513,5,"PM10_24h","镇江-新区办事处","140"
20140513,5,"SO2","镇江-新区办事处","35"
20140513,5,"SO2_24h","镇江-新区办事处","51"
20140513,5,"NO2","镇江-新区办事处","40"
20140513,5,"NO2_24h","镇江-新区办事处","42"
20140513,5,"O3","镇江-新区办事处","46"
20140513,5,"O3_24h","镇江-新区办事处","129"
20140513,5,"O3_8h","镇江-新区办事处","76"
20140513,5,"O3_8h_24h","镇江-新区办事处","104"
20140513,5,"CO","镇江-新区办事处","1.177"
20140513,5,"CO_24h","镇江-新区办事处","1.283"
20140513,6,"AQI","镇江-新区办事处","117"
20140513,6,"PM2.5","镇江-新区办事处","86"
20140513,6,"PM2.5_24h","镇江-新区办事处","63"
20140513,6,"PM10","镇江-新区办事处","183"
20140513,6,"PM10_24h","镇江-新区办事处","144"
20140513,6,"SO2","镇江-新区办事处","30"
20140513,6,"SO2_24h","镇江-新区办事处","51"
20140513,6,"NO2","镇江-新区办事处","51"
20140513,6,"NO2_24h","镇江-新区办事处","43"
20140513,6,"O3","镇江-新区办事处","34"
20140513,6,"O3_24h","镇江-新区办事处","129"
20140513,6,"O3_8h","镇江-新区办事处","71"
20140513,6,"O3_8h_24h","镇江-新区办事处","104"
20140513,6,"CO","镇江-新区办事处","1.351"
20140513,6,"CO_24h","镇江-新区办事处","1.275"
20140513,7,"AQI","镇江-新区办事处","139"
20140513,7,"PM2.5","镇江-新区办事处","106"
20140513,7,"PM2.5_24h","镇江-新区办事处","64"
20140513,7,"PM10","镇江-新区办事处","225"
20140513,7,"PM10_24h","镇江-新区办事处","150"
20140513,7,"SO2","镇江-新区办事处","33"
20140513,7,"SO2_24h","镇江-新区办事处","51"
20140513,7,"NO2","镇江-新区办事处","56"
20140513,7,"NO2_24h","镇江-新区办事处","44"
20140513,7,"O3","镇江-新区办事处","36"
20140513,7,"O3_24h","镇江-新区办事处","129"
20140513,7,"O3_8h","镇江-新区办事处","64"
20140513,7,"O3_8h_24h","镇江-新区办事处","104"
20140513,7,"CO","镇江-新区办事处","1.404"
20140513,7,"CO_24h","镇江-新区办事处","1.267"
20140513,8,"AQI","镇江-新区办事处","153"
20140513,8,"PM2.5","镇江-新区办事处","117"
20140513,8,"PM2.5_24h","镇江-新区办事处","66"
20140513,8,"PM10","镇江-新区办事处","255"
20140513,8,"PM10_24h","镇江-新区办事处","157"
20140513,8,"SO2","镇江-新区办事处","48"
20140513,8,"SO2_24h","镇江-新区办事处","51"
20140513,8,"NO2","镇江-新区办事处","60"
20140513,8,"NO2_24h","镇江-新区办事处","45"
20140513,8,"O3","镇江-新区办事处","44"
20140513,8,"O3_24h","镇江-新区办事处","129"
20140513,8,"O3_8h","镇江-新区办事处","57"
20140513,8,"O3_8h_24h","镇江-新区办事处","104"
20140513,8,"CO","镇江-新区办事处","1.599"
20140513,8,"CO_24h","镇江-新区办事处","1.263"
20140513,9,"AQI","镇江-新区办事处","152"
20140513,9,"PM2.5","镇江-新区办事处","116"
20140513,9,"PM2.5_24h","镇江-新区办事处","67"
20140513,9,"PM10","镇江-新区办事处","250"
20140513,9,"PM10_24h","镇江-新区办事处","163"
20140513,9,"SO2","镇江-新区办事处","53"
20140513,9,"SO2_24h","镇江-新区办事处","50"
20140513,9,"NO2","镇江-新区办事处","52"
20140513,9,"NO2_24h","镇江-新区办事处","46"
20140513,9,"O3","镇江-新区办事处","68"
20140513,9,"O3_24h","镇江-新区办事处","129"
20140513,9,"O3_8h","镇江-新区办事处","53"
20140513,9,"O3_8h_24h","镇江-新区办事处","104"
20140513,9,"CO","镇江-新区办事处","1.668"
20140513,9,"CO_24h","镇江-新区办事处","1.255"
20140513,10,"AQI","镇江-新区办事处","142"
20140513,10,"PM2.5","镇江-新区办事处","108"
20140513,10,"PM2.5_24h","镇江-新区办事处","68"
20140513,10,"PM10","镇江-新区办事处","127"
20140513,10,"PM10_24h","镇江-新区办事处","163"
20140513,10,"SO2","镇江-新区办事处","47"
20140513,10,"SO2_24h","镇江-新区办事处","48"
20140513,10,"NO2","镇江-新区办事处","37"
20140513,10,"NO2_24h","镇江-新区办事处","46"
20140513,10,"O3","镇江-新区办事处","99"
20140513,10,"O3_24h","镇江-新区办事处","129"
20140513,10,"O3_8h","镇江-新区办事处","56"
20140513,10,"O3_8h_24h","镇江-新区办事处","104"
20140513,10,"CO","镇江-新区办事处","1.299"
20140513,10,"CO_24h","镇江-新区办事处","1.24"
20140513,11,"AQI","镇江-新区办事处","119"
20140513,11,"PM2.5","镇江-新区办事处","90"
20140513,11,"PM2.5_24h","镇江-新区办事处","68"
20140513,11,"PM10","镇江-新区办事处","108"
20140513,11,"PM10_24h","镇江-新区办事处","161"
20140513,11,"SO2","镇江-新区办事处","42"
20140513,11,"SO2_24h","镇江-新区办事处","46"
20140513,11,"NO2","镇江-新区办事处","42"
20140513,11,"NO2_24h","镇江-新区办事处","46"
20140513,11,"O3","镇江-新区办事处","103"
20140513,11,"O3_24h","镇江-新区办事处","129"
20140513,11,"O3_8h","镇江-新区办事处","60"
20140513,11,"O3_8h_24h","镇江-新区办事处","104"
20140513,11,"CO","镇江-新区办事处","1.198"
20140513,11,"CO_24h","镇江-新区办事处","1.225"
20140513,12,"AQI","镇江-新区办事处","98"
20140513,12,"PM2.5","镇江-新区办事处","73"
20140513,12,"PM2.5_24h","镇江-新区办事处","67"
20140513,12,"PM10","镇江-新区办事处","110"
20140513,12,"PM10_24h","镇江-新区办事处","159"
20140513,12,"SO2","镇江-新区办事处","35"
20140513,12,"SO2_24h","镇江-新区办事处","44"
20140513,12,"NO2","镇江-新区办事处","33"
20140513,12,"NO2_24h","镇江-新区办事处","46"
20140513,12,"O3","镇江-新区办事处","107"
20140513,12,"O3_24h","镇江-新区办事处","129"
20140513,12,"O3_8h","镇江-新区办事处","67"
20140513,12,"O3_8h_24h","镇江-新区办事处","104"
20140513,12,"CO","镇江-新区办事处","1.037"
20140513,12,"CO_24h","镇江-新区办事处","1.211"
20140513,13,"AQI","镇江-新区办事处","78"
20140513,13,"PM2.5","镇江-新区办事处","57"
20140513,13,"PM2.5_24h","镇江-新区办事处","67"
20140513,13,"PM10","镇江-新区办事处","104"
20140513,13,"PM10_24h","镇江-新区办事处","159"
20140513,13,"SO2","镇江-新区办事处","24"
20140513,13,"SO2_24h","镇江-新区办事处","43"
20140513,13,"NO2","镇江-新区办事处","20"
20140513,13,"NO2_24h","镇江-新区办事处","45"
20140513,13,"O3","镇江-新区办事处","122"
20140513,13,"O3_24h","镇江-新区办事处","129"
20140513,13,"O3_8h","镇江-新区办事处","77"
20140513,13,"O3_8h_24h","镇江-新区办事处","104"
20140513,13,"CO","镇江-新区办事处","0.745"
20140513,13,"CO_24h","镇江-新区办事处","1.196"
20140513,14,"AQI","镇江-新区办事处","102"
20140513,14,"PM2.5","镇江-新区办事处","43"
20140513,14,"PM2.5_24h","镇江-新区办事处","67"
20140513,14,"PM10","镇江-新区办事处","154"
20140513,14,"PM10_24h","镇江-新区办事处","162"
20140513,14,"SO2","镇江-新区办事处","31"
20140513,14,"SO2_24h","镇江-新区办事处","42"
20140513,14,"NO2","镇江-新区办事处","23"
20140513,14,"NO2_24h","镇江-新区办事处","44"
20140513,14,"O3","镇江-新区办事处","128"
20140513,14,"O3_24h","镇江-新区办事处","129"
20140513,14,"O3_8h","镇江-新区办事处","88"
20140513,14,"O3_8h_24h","镇江-新区办事处","104"
20140513,14,"CO","镇江-新区办事处","0.799"
20140513,14,"CO_24h","镇江-新区办事处","1.184"
20140513,15,"AQI","镇江-新区办事处","113"
20140513,15,"PM2.5","镇江-新区办事处","31"
20140513,15,"PM2.5_24h","镇江-新区办事处","66"
20140513,15,"PM10","镇江-新区办事处","176"
20140513,15,"PM10_24h","镇江-新区办事处","164"
20140513,15,"SO2","镇江-新区办事处","34"
20140513,15,"SO2_24h","镇江-新区办事处","41"
20140513,15,"NO2","镇江-新区办事处","27"
20140513,15,"NO2_24h","镇江-新区办事处","43"
20140513,15,"O3","镇江-新区办事处","132"
20140513,15,"O3_24h","镇江-新区办事处","132"
20140513,15,"O3_8h","镇江-新区办事处","100"
20140513,15,"O3_8h_24h","镇江-新区办事处","104"
20140513,15,"CO","镇江-新区办事处","0.872"
20140513,15,"CO_24h","镇江-新区办事处","1.173"
20140513,17,"AQI","镇江-新区办事处","87"
20140513,17,"PM2.5","镇江-新区办事处","31"
20140513,17,"PM2.5_24h","镇江-新区办事处","65"
20140513,17,"PM10","镇江-新区办事处","123"
20140513,17,"PM10_24h","镇江-新区办事处","170"
20140513,17,"SO2","镇江-新区办事处","29"
20140513,17,"SO2_24h","镇江-新区办事处","39"
20140513,17,"NO2","镇江-新区办事处","32"
20140513,17,"NO2_24h","镇江-新区办事处","43"
20140513,17,"O3","镇江-新区办事处","98"
20140513,17,"O3_24h","镇江-新区办事处","132"
20140513,17,"O3_8h","镇江-新区办事处","113"
20140513,17,"O3_8h_24h","镇江-新区办事处","113"
20140513,17,"CO","镇江-新区办事处","0.969"
20140513,17,"CO_24h","镇江-新区办事处","1.161"
20140513,18,"AQI","镇江-新区办事处","100"
20140513,18,"PM2.5","镇江-新区办事处","35"
20140513,18,"PM2.5_24h","镇江-新区办事处","65"
20140513,18,"PM10","镇江-新区办事处","150"
20140513,18,"PM10_24h","镇江-新区办事处","171"
20140513,18,"SO2","镇江-新区办事处","30"
20140513,18,"SO2_24h","镇江-新区办事处","39"
20140513,18,"NO2","镇江-新区办事处","36"
20140513,18,"NO2_24h","镇江-新区办事处","43"
20140513,18,"O3","镇江-新区办事处","90"
20140513,18,"O3_24h","镇江-新区办事处","132"
20140513,18,"O3_8h","镇江-新区办事处","111"
20140513,18,"O3_8h_24h","镇江-新区办事处","113"
20140513,18,"CO","镇江-新区办事处","1.033"
20140513,18,"CO_24h","镇江-新区办事处","1.159"
20140513,19,"AQI","镇江-新区办事处","94"
20140513,19,"PM2.5","镇江-新区办事处","40"
20140513,19,"PM2.5_24h","镇江-新区办事处","65"
20140513,19,"PM10","镇江-新区办事处","137"
20140513,19,"PM10_24h","镇江-新区办事处","171"
20140513,19,"SO2","镇江-新区办事处","28"
20140513,19,"SO2_24h","镇江-新区办事处","39"
20140513,19,"NO2","镇江-新区办事处","47"
20140513,19,"NO2_24h","镇江-新区办事处","42"
20140513,19,"O3","镇江-新区办事处","71"
20140513,19,"O3_24h","镇江-新区办事处","132"
20140513,19,"O3_8h","镇江-新区办事处","107"
20140513,19,"O3_8h_24h","镇江-新区办事处","113"
20140513,19,"CO","镇江-新区办事处","1.071"
20140513,19,"CO_24h","镇江-新区办事处","1.151"
20140513,20,"AQI","镇江-新区办事处","65"
20140513,20,"PM2.5","镇江-新区办事处","42"
20140513,20,"PM2.5_24h","镇江-新区办事处","65"
20140513,20,"PM10","镇江-新区办事处","79"
20140513,20,"PM10_24h","镇江-新区办事处","162"
20140513,20,"SO2","镇江-新区办事处","27"
20140513,20,"SO2_24h","镇江-新区办事处","38"
20140513,20,"NO2","镇江-新区办事处","45"
20140513,20,"NO2_24h","镇江-新区办事处","40"
20140513,20,"O3","镇江-新区办事处","69"
20140513,20,"O3_24h","镇江-新区办事处","132"
20140513,20,"O3_8h","镇江-新区办事处","103"
20140513,20,"O3_8h_24h","镇江-新区办事处","113"
20140513,20,"CO","镇江-新区办事处","1.115"
20140513,20,"CO_24h","镇江-新区办事处","1.13"
20140513,21,"AQI","镇江-新区办事处","62"
20140513,21,"PM2.5","镇江-新区办事处","44"
20140513,21,"PM2.5_24h","镇江-新区办事处","65"
20140513,21,"PM10","镇江-新区办事处","64"
20140513,21,"PM10_24h","镇江-新区办事处","142"
20140513,21,"SO2","镇江-新区办事处","29"
20140513,21,"SO2_24h","镇江-新区办事处","38"
20140513,21,"NO2","镇江-新区办事处","46"
20140513,21,"NO2_24h","镇江-新区办事处","39"
20140513,21,"O3","镇江-新区办事处","77"
20140513,21,"O3_24h","镇江-新区办事处","132"
20140513,21,"O3_8h","镇江-新区办事处","97"
20140513,21,"O3_8h_24h","镇江-新区办事处","113"
20140513,21,"CO","镇江-新区办事处","1.215"
20140513,21,"CO_24h","镇江-新区办事处","1.119"
20140513,22,"AQI","镇江-新区办事处","90"
20140513,22,"PM2.5","镇江-新区办事处","46"
20140513,22,"PM2.5_24h","镇江-新区办事处","65"
20140513,22,"PM10","镇江-新区办事处","130"
20140513,22,"PM10_24h","镇江-新区办事处","143"
20140513,22,"SO2","镇江-新区办事处","29"
20140513,22,"SO2_24h","镇江-新区办事处","37"
20140513,22,"NO2","镇江-新区办事处","48"
20140513,22,"NO2_24h","镇江-新区办事处","39"
20140513,22,"O3","镇江-新区办事处","61"
20140513,22,"O3_24h","镇江-新区办事处","132"
20140513,22,"O3_8h","镇江-新区办事处","89"
20140513,22,"O3_8h_24h","镇江-新区办事处","113"
20140513,22,"CO","镇江-新区办事处","1.322"
20140513,22,"CO_24h","镇江-新区办事处","1.129"
20140513,23,"AQI","镇江-新区办事处","94"
20140513,23,"PM2.5","镇江-新区办事处","51"
20140513,23,"PM2.5_24h","镇江-新区办事处","64"
20140513,23,"PM10","镇江-新区办事处","138"
20140513,23,"PM10_24h","镇江-新区办事处","145"
20140513,23,"SO2","镇江-新区办事处","26"
20140513,23,"SO2_24h","镇江-新区办事处","36"
20140513,23,"NO2","镇江-新区办事处","53"
20140513,23,"NO2_24h","镇江-新区办事处","39"
20140513,23,"O3","镇江-新区办事处","48"
20140513,23,"O3_24h","镇江-新区办事处","132"
20140513,23,"O3_8h","镇江-新区办事处","78"
20140513,23,"O3_8h_24h","镇江-新区办事处","113"
20140513,23,"CO","镇江-新区办事处","1.291"
20140513,23,"CO_24h","镇江-新区办事处","1.142"
20140513,0,"AQI","镇江-职教中心","92"
20140513,0,"PM2.5","镇江-职教中心","50"
20140513,0,"PM2.5_24h","镇江-职教中心","52"
20140513,0,"PM10","镇江-职教中心","133"
20140513,0,"PM10_24h","镇江-职教中心","128"
20140513,0,"SO2","镇江-职教中心","34"
20140513,0,"SO2_24h","镇江-职教中心","39"
20140513,0,"NO2","镇江-职教中心","59"
20140513,0,"NO2_24h","镇江-职教中心","63"
20140513,0,"O3","镇江-职教中心","84"
20140513,0,"O3_24h","镇江-职教中心","156"
20140513,0,"O3_8h","镇江-职教中心","98"
20140513,0,"O3_8h_24h","镇江-职教中心","137"
20140513,0,"CO","镇江-职教中心","1.732"
20140513,0,"CO_24h","镇江-职教中心","1.456"
20140513,1,"AQI","镇江-职教中心","90"
20140513,1,"PM2.5","镇江-职教中心","49"
20140513,1,"PM2.5_24h","镇江-职教中心","52"
20140513,1,"PM10","镇江-职教中心","130"
20140513,1,"PM10_24h","镇江-职教中心","131"
20140513,1,"SO2","镇江-职教中心","36"
20140513,1,"SO2_24h","镇江-职教中心","40"
20140513,1,"NO2","镇江-职教中心","60"
20140513,1,"NO2_24h","镇江-职教中心","64"
20140513,1,"O3","镇江-职教中心","74"
20140513,1,"O3_24h","镇江-职教中心","156"
20140513,1,"O3_8h","镇江-职教中心","88"
20140513,1,"O3_8h_24h","镇江-职教中心","137"
20140513,1,"CO","镇江-职教中心","1.641"
20140513,1,"CO_24h","镇江-职教中心","1.463"
20140513,2,"AQI","镇江-职教中心","97"
20140513,2,"PM2.5","镇江-职教中心","60"
20140513,2,"PM2.5_24h","镇江-职教中心","52"
20140513,2,"PM10","镇江-职教中心","144"
20140513,2,"PM10_24h","镇江-职教中心","133"
20140513,2,"SO2","镇江-职教中心","32"
20140513,2,"SO2_24h","镇江-职教中心","40"
20140513,2,"NO2","镇江-职教中心","68"
20140513,2,"NO2_24h","镇江-职教中心","65"
20140513,2,"O3","镇江-职教中心","63"
20140513,2,"O3_24h","镇江-职教中心","156"
20140513,2,"O3_8h","镇江-职教中心","78"
20140513,2,"O3_8h_24h","镇江-职教中心","137"
20140513,2,"CO","镇江-职教中心","1.521"
20140513,2,"CO_24h","镇江-职教中心","1.466"
20140513,3,"AQI","镇江-职教中心","98"
20140513,3,"PM2.5","镇江-职教中心","62"
20140513,3,"PM2.5_24h","镇江-职教中心","52"
20140513,3,"PM10","镇江-职教中心","145"
20140513,3,"PM10_24h","镇江-职教中心","135"
20140513,3,"SO2","镇江-职教中心","34"
20140513,3,"SO2_24h","镇江-职教中心","41"
20140513,3,"NO2","镇江-职教中心","64"
20140513,3,"NO2_24h","镇江-职教中心","66"
20140513,3,"O3","镇江-职教中心","59"
20140513,3,"O3_24h","镇江-职教中心","156"
